Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S21_Magnitude,S21_Phase,S22_Magnitude,S22_Phase,
3131043521,-3.948398653,-137.8956497,-38.61496359,161.9127305,-14.01510393,171.9573642,-29.04257984,147.7857356,
3134044522,-3.934700181,-138.2428917,-38.53817844,159.1859101,-14.0466328,170.7944692,-28.84466254,146.1169972,
3137045522,-3.929113154,-138.5084328,-38.58208924,156.9113448,-14.05997471,169.690665,-28.57113738,146.4999447,
3140046523,-3.907889179,-138.8722092,-38.62358804,154.2015902,-14.08448722,168.5842226,-28.27229504,145.0623265,
3143047523,-3.884959374,-139.1379978,-38.75427837,152.2698706,-14.0878543,167.4316933,-28.04457546,145.8738436,
3146048524,-3.864480548,-139.3933579,-38.64322339,148.9305277,-14.10724346,166.2636902,-27.74774727,146.6579765,
3149049524,-3.827797912,-139.5184451,-38.53585275,146.1482564,-14.1248809,165.0933568,-27.51882511,147.3488029,
3152050525,-3.792507053,-139.6931076,-39.06212788,144.2989515,-14.14640619,163.8446303,-27.3329797,148.3375013,
3155051525,-3.76043994,-139.8359639,-39.28038771,141.5579662,-14.17230065,162.7228226,-27.14323726,149.4590895,
3158052526,-3.725541409,-139.934822,-39.43910235,139.3548573,-14.20372165,161.7149623,-27.05870806,150.9240492,
3161053526,-3.684611133,-140.0357966,-39.59920048,139.1640324,-14.22080924,160.5084509,-26.98665049,152.3245721,
3164054527,-3.660147659,-140.0114502,-39.73836593,137.8203056,-14.25769202,159.4663526,-26.86816125,153.8595732,
3167055527,-3.621290583,-140.0683121,-40.16029543,136.4155197,-14.28675655,158.3054792,-26.88074551,155.7611163,
3170056528,-3.595568101,-140.0426986,-40.29814626,136.807087,-14.32159691,157.2864687,-26.85783246,157.1559317,
3173057528,-3.569124884,-140.0498108,-40.52470303,137.1886979,-14.35465835,156.2731156,-26.90626543,159.1529684,
3176058529,-3.546819889,-140.0154575,-40.72834552,137.8716014,-14.37560966,155.2981303,-27.0440544,160.7440725,
3179059529,-3.516090983,-140.0432478,-40.91141643,138.2719525,-14.40756934,154.269009,-27.17055866,162.287794,
3182060530,-3.48918933,-139.8174884,-40.91626066,138.5116676,-14.4347637,153.5143928,-27.36420933,163.389264,
3185061530,-3.492512031,-139.9916572,-41.19808289,139.1420629,-14.45691039,152.3566548,-27.52787727,164.952349,
3188062531,-3.486663403,-139.7735893,-40.91845712,141.6799904,-14.45003011,151.7685393,-27.71899516,165.3442544,
3191063531,-3.487856126,-139.931578,-41.11590891,142.0422183,-14.47876723,150.7976999,-27.95318587,166.5195159,
3194064532,-3.489090982,-140.0751781,-41.41806665,141.9464132,-14.49403457,149.8625277,-28.11886851,167.0914685,
3197065532,-3.491733483,-140.1436761,-40.99266376,143.4710016,-14.49406756,149.0658982,-28.43751627,167.4794503,
3200066533,-3.497649488,-140.3015527,-40.69145546,141.2067032,-14.51941959,148.168265,-28.61984412,168.0261953,
3203067533,-3.502108403,-140.4722316,-40.67891166,144.8521688,-14.51540237,147.3613474,-28.94463203,168.5212684,
3206068534,-3.508877293,-140.694536,-40.49511007,142.1783867,-14.52163008,146.6601087,-29.29040985,167.5156846,
3209069534,-3.517535495,-140.9511952,-40.19526604,142.3581382,-14.51323074,145.6215115,-29.5749517,166.6768669,
3212070535,-3.531290946,-141.1752366,-40.01307942,140.8826089,-14.53378033,144.9670553,-29.9539637,165.3610116,
3215071535,-3.541606771,-141.4059604,-39.99063995,139.2251,-14.55641753,143.9195576,-30.18937706,163.5279096,
3218072536,-3.541394814,-141.7866637,-39.54116275,137.2525158,-14.54880932,143.2540712,-30.31100523,161.5108577,
3221073536,-3.555891655,-142.0904116,-39.57365548,134.6993607,-14.56663942,142.1292073,-30.42608494,159.4595613,
3224074537,-3.564096891,-142.4096925,-39.25594653,132.7172306,-14.5626307,141.2310477,-30.54447415,157.2508497,
3227075537,-3.547416925,-142.8798964,-38.87524308,130.3687077,-14.55950746,140.2076599,-30.43995475,155.2972005,
3230076538,-3.564392102,-143.1862326,-38.76340329,130.3393561,-14.58068855,139.3031723,-30.37269546,152.7056403,
3233077538,-3.551403526,-143.5225473,-38.98496788,127.0961235,-14.59353323,138.2567235,-30.04169312,150.6246576,
3236078539,-3.532402729,-143.9496852,-38.69040251,125.3415219,-14.60954639,137.0854462,-30.00610335,150.4890206,
3239079539,-3.526058798,-144.3482607,-38.60268038,123.0263411,-14.63180439,136.1354249,-29.68215989,148.4100626,
3242080540,-3.490950418,-144.6020707,-38.60616119,118.3920824,-14.64995719,134.92859,-29.34504896,148.9199908,
3245081540,-3.464866542,-144.8852691,-38.88659036,114.5808371,-14.65805456,133.8593017,-29.03860959,148.3868729,
3248082541,-3.431289222,-145.1019624,-39.01015455,113.6699506,-14.67294339,132.603555,-28.74633534,148.8095833,
3251083541,-3.394675779,-145.2995777,-38.97632226,110.6118418,-14.69143887,131.4107013,-28.59706977,149.2150785,
3254084542,-3.363790485,-145.4945016,-39.0110172,107.7138607,-14.71967456,130.4204379,-28.38212884,149.7792203,
3257085542,-3.327526172,-145.624904,-39.37375341,106.8706458,-14.73034835,129.234635,-28.14566933,150.9872912,
3260086543,-3.292667431,-145.7798798,-39.58173917,106.4096143,-14.77271147,128.1502991,-27.94044455,152.4983544,
3263087543,-3.266648224,-145.9132744,-39.77187688,103.2551167,-14.79830447,126.9567888,-27.81504504,154.2784194,
3266088544,-3.23134406,-145.9378613,-39.86966519,104.0021538,-14.83535552,125.8034515,-27.73799528,156.0611647,
3269089544,-3.20302535,-145.986229,-40.06739012,103.4179743,-14.85844187,124.9317964,-27.69747608,157.2545136,
3272090545,-3.162566528,-146.0775352,-40.24819639,103.5157787,-14.90528992,123.7320024,-27.65843879,159.1216991,
3275091545,-3.144549016,-146.2162871,-40.43030375,103.1856793,-14.9062264,122.6714886,-27.6452759,160.5267309,
3278092546,-3.131813425,-146.1654162,-40.67461303,105.4736866,-14.95100938,121.7734393,-27.75506622,162.4212007,
3281093546,-3.105587055,-146.2441402,-40.83043245,108.6101652,-14.97112852,120.68374,-27.87191854,164.057234,
3284094547,-3.110086828,-146.3182539,-40.64678165,110.9247443,-15.0017165,119.9770904,-28.02945661,165.3701939,
3287095547,-3.097579004,-146.2956843,-40.76231601,111.5767956,-15.03688468,119.0657391,-28.20230409,167.0947501,
3290096548,-3.100674307,-146.4587322,-40.85085418,110.9336814,-15.058245,118.2450851,-28.37099325,168.2616629,
3293097548,-3.102291025,-146.5068865,-41.00431996,112.8584662,-15.07843159,117.3386515,-28.65651636,169.3006661,
3296098549,-3.1107007,-146.5961546,-40.55031033,114.9806802,-15.09687424,116.6510542,-28.8335798,169.3716767,
3299099549,-3.115299562,-146.7212099,-40.47537508,114.4893405,-15.11359574,115.9166903,-29.10727305,170.2145049,
3302100550,-3.127687253,-146.9019008,-40.54951312,114.1042097,-15.14514003,115.0601333,-29.43495427,170.0546826,
3305101550,-3.133252256,-147.159042,-40.4855719,113.507187,-15.15436741,114.3441017,-29.68221817,170.1449582,
3308102551,-3.150280222,-147.4980938,-40.48819745,113.5635586,-15.16091344,113.5677236,-30.06298823,169.4451144,
3311103551,-3.160540178,-147.7662306,-40.21072662,110.0675844,-15.17337547,112.6004822,-30.44566758,168.2602776,
3314104552,-3.174677654,-148.0892604,-39.91036354,109.6529374,-15.21587977,112.0045203,-30.78665355,166.6238252,
3317105552,-3.186652203,-148.3268339,-39.61662542,107.3338715,-15.19723278,110.9713995,-31.06609781,164.3972643,
3320106553,-3.204551104,-148.6065825,-39.64107496,103.9275365,-15.23011357,110.2292616,-31.23356651,162.4750665,
3323107553,-3.194106943,-149.0104324,-39.36907184,101.1847897,-15.22551121,109.2504925,-31.28753146,159.3433534,
3326108554,-3.209662706,-149.4139444,-39.21028652,101.593694,-15.23919231,108.3139992,-31.3367295,155.7257734,
3329109554,-3.217273181,-149.7732813,-39.10153188,98.7811823,-15.25489303,107.4785256,-31.1934077,153.2926554,
3332110555,-3.203010227,-150.1406727,-38.70432774,95.65496578,-15.24857526,106.3344758,-30.87867803,150.8067046,
3335111555,-3.197925727,-150.5964231,-38.65295346,94.59628795,-15.27965007,105.3190408,-30.63672105,148.5719403,
3338112556,-3.17444894,-150.8087865,-38.56744643,92.0281394,-15.25692101,104.4677592,-30.24524363,146.7080442,
3341113556,-3.163662471,-151.1161563,-38.73195992,87.80205655,-15.27372787,103.4124543,-29.99206598,145.5302913,
3344114557,-3.143800218,-151.4323417,-38.56139613,85.10764395,-15.28968015,102.354774,-29.44485155,144.7409465,
3347115557,-3.123728904,-151.6849593,-38.82357279,81.68834681,-15.30264549,101.4031639,-29.14845673,144.4658903,
3350116558,-3.095645225,-151.8992064,-38.903164,81.60699793,-15.3236847,100.1537112,-28.63610611,145.1457061,
3353117558,-3.069851889,-152.1187575,-39.33816184,77.02047316,-15.32868294,99.07008794,-28.27659649,145.9159146,
3356118559,-3.043886623,-152.3212198,-39.39866435,77.5260657,-15.35076826,98.02417793,-27.94043367,146.3531177,
3359119559,-3.007368749,-152.4586246,-39.40349331,75.44951134,-15.38508895,96.95427639,-27.59159479,147.6628902,
3362120560,-2.98244373,-152.6212845,-39.85822304,73.13022031,-15.39322236,95.86840617,-27.36310031,149.4519945,
3365121560,-2.958212326,-152.7146407,-39.90916374,74.80819576,-15.42117395,94.5831467,-27.08077978,151.563882,
3368122561,-2.939545522,-152.916002,-40.23900401,76.05211347,-15.44685437,93.7121022,-26.95666123,152.9801292,
3371123561,-2.924174604,-153.0942572,-40.30997979,73.82614742,-15.49234545,92.58569389,-26.77665799,155.2408667,
3374124562,-2.906317239,-153.058111,-40.57931968,75.73283915,-15.51223475,91.6958749,-26.74742973,157.3001596,
3377125562,-2.892395473,-153.1360526,-40.46677843,75.30069983,-15.54665175,90.76916163,-26.58839463,159.4513956,
3380126563,-2.883873836,-153.193225,-40.65679936,77.14685998,-15.59167527,89.73109358,-26.57985405,161.7672511,
3383127563,-2.88165123,-153.3127953,-40.67791346,76.5245765,-15.62326237,88.93010346,-26.64776483,163.254841,
3386128564,-2.875907415,-153.3956132,-40.71151282,79.89034972,-15.65341254,87.9414621,-26.66200836,165.1701673,
3389129564,-2.877410334,-153.5715175,-40.71071097,80.53506371,-15.68402136,87.04895907,-26.77131069,167.5129746,
3392130565,-2.885461887,-153.7406838,-40.61722648,82.17705262,-15.7114024,86.23381127,-26.89709163,169.2249333,
3395131565,-2.899446433,-153.891939,-40.69986494,84.11789623,-15.73979577,85.37320553,-27.128396,171.1355384,
3398132566,-2.913209016,-154.109592,-40.42855622,83.47503462,-15.76258657,84.59920757,-27.29532748,172.6131511,
3401133566,-2.923971315,-154.2520502,-40.47676382,83.04507047,-15.7670237,84.12231101,-27.47879115,173.8094636,
3404134567,-2.93980063,-154.5358344,-40.29542769,81.49645947,-15.77977782,83.21634536,-27.77235985,174.946603,
3407135567,-2.947330746,-154.7836431,-39.89575093,81.31594386,-15.81050531,82.49872149,-28.02769108,176.103435,
3410136568,-2.963855185,-155.055309,-39.81233364,80.22306546,-15.82148086,81.46461748,-28.38220845,176.5036584,
3413137568,-2.981839765,-155.3562508,-39.6174888,77.62747968,-15.81032583,80.84937171,-28.75594763,177.0837106,
3416138569,-2.993659789,-155.6846529,-39.37514073,77.13956868,-15.82433561,79.99036842,-29.1919005,176.3463134,
3419139569,-2.996201983,-155.9417389,-39.14988583,73.52575938,-15.8033144,79.36807617,-29.522925,175.4557835,
3422140570,-3.010530743,-156.3153368,-39.16614744,72.10037371,-15.82429575,78.56569238,-29.81152812,174.5872599,
3425141570,-3.018925061,-156.6543689,-39.12749608,70.33125956,-15.84486472,77.69215107,-30.197383,172.7731401,
3428142571,-3.017869085,-157.0550358,-38.64540821,70.05984392,-15.83899159,76.77238739,-30.5156454,169.1340448,
3431143571,-3.013883343,-157.4945416,-38.49243169,67.33375281,-15.8364558,75.87196636,-30.6575238,166.997575,
3434144572,-3.008341923,-157.7799869,-38.1458038,64.05185072,-15.82764386,75.01581018,-30.56404204,163.3755244,
3437145572,-3.012163535,-158.1264158,-38.15296682,62.74349575,-15.85415863,74.03085162,-30.71864517,160.9171003,
3440146573,-2.988455929,-158.3524694,-38.31981095,60.5976688,-15.86868606,73.16910112,-30.36938257,157.9135921,
3443147573,-2.975263789,-158.6211388,-38.46243883,57.72914723,-15.86514589,72.21345431,-30.14565144,155.1833782,
3446148574,-2.96121157,-158.8866118,-38.40394991,55.99240431,-15.86137567,71.09710468,-29.92012993,153.6007639,
3449149574,-2.93859969,-159.1537044,-38.32454447,54.90345168,-15.87554593,69.93096851,-29.50949401,152.3496215,
3452150575,-2.91059066,-159.3867273,-38.84028103,52.40615246,-15.91028218,68.69626478,-29.01934365,151.1501485,
3455151575,-2.891272399,-159.5421428,-38.74770551,50.86746308,-15.90156819,67.66496601,-28.63229458,151.038485,
3458152576,-2.865648231,-159.8038299,-39.37069386,48.89818852,-15.91329569,66.60733097,-28.24500091,150.2332113,
3461153576,-2.849572798,-159.9023439,-39.48017016,46.80009651,-15.95205438,65.60068133,-27.921198,150.973625,
3464154577,-2.83695135,-160.0549156,-39.75157958,44.53454771,-15.95919062,64.55457049,-27.66733962,152.1730415,
3467155577,-2.814636739,-160.1385445,-40.16258053,43.52471287,-15.99211817,63.44006576,-27.20024145,153.2519377,
3470156578,-2.815931507,-160.177239,-39.98500177,44.17988455,-16.03834128,62.41955529,-26.93683937,154.668952,
3473157578,-2.796354623,-160.3994155,-40.31793641,41.98032158,-16.03402415,61.23800063,-26.6646591,156.3600917,
3476158579,-2.791194205,-160.4554201,-40.42362929,42.84298725,-16.06969133,60.04835061,-26.51259668,157.374091,
3479159579,-2.801160134,-160.5272942,-40.52484929,43.3912522,-16.09417285,59.40433975,-26.39012806,159.6013879,
3482160580,-2.780262223,-160.6686803,-40.32023281,46.73810131,-16.12591254,58.30454426,-26.24024829,161.5880449,
3485161580,-2.800497859,-160.7981594,-40.23242904,44.83332755,-16.15276878,57.5118323,-26.10978717,164.1110157,
3488162581,-2.808240324,-160.9099028,-40.54772547,48.20340042,-16.17371699,56.53155443,-26.14229267,165.5968737,
3491163581,-2.816687123,-160.9989527,-40.30173033,47.33922875,-16.22089598,55.67401042,-26.22250491,167.0791614,
3494164582,-2.839153927,-161.1543707,-40.26039742,49.01685247,-16.22733934,55.16141343,-26.24654212,169.1061388,
3497165582,-2.855572311,-161.3176518,-40.44865552,48.65833358,-16.24600568,54.36437533,-26.32968692,171.5462016,
3500166583,-2.873513926,-161.6881269,-40.00229265,48.35631297,-16.30395679,53.19947075,-26.43643109,173.188755,
3503167583,-2.892890858,-161.8509433,-39.95451134,48.52257476,-16.30741475,52.60750201,-26.61653504,174.8321218,
3506168584,-2.90882026,-162.0985104,-40.02156881,47.06865351,-16.3253432,51.91688292,-26.77364494,176.4593577,
3509169584,-2.944588694,-162.3197564,-39.75478629,47.68656658,-16.33760913,51.08265791,-26.93649515,177.8124843,
3512170585,-2.93039188,-162.557723,-39.58765319,47.54070223,-16.33568383,50.54920784,-27.38433126,178.2028364,
3515171585,-2.976194225,-162.997157,-39.53185571,45.03142775,-16.33203655,49.69242224,-27.58509825,179.9178866,
3518172586,-2.986889287,-163.3401494,-39.17434003,43.45583393,-16.35067769,48.99585229,-27.91495478,-179.7607015,
3521173586,-3.003496359,-163.7084074,-38.67355455,41.40526381,-16.38221209,48.19963716,-28.37685049,-179.9713153,
3524174587,-3.006157993,-163.7825874,-38.97811111,38.98114154,-16.34953527,47.64921102,-28.59803133,-179.248671,
3527175587,-3.026288,-164.2831077,-39.191101,37.6352189,-16.35530781,46.48190595,-28.9401207,179.6323336,
3530176588,-3.011053129,-164.6212859,-38.95081126,34.09617705,-16.36889829,45.76791304,-29.32407587,178.1400547,
3533177588,-3.003802993,-165.0689086,-38.46145678,31.26258014,-16.36991126,44.67905926,-29.62690817,176.7340914,
3536178589,-3.00021298,-165.4010263,-38.47886995,29.33919889,-16.34931261,43.96280276,-29.96972064,173.1745787,
3539179589,-2.996994242,-165.6857717,-38.43696042,29.28214663,-16.33016098,42.93739292,-30.09863673,170.7658636,
3542180590,-2.988896779,-165.980076,-38.42341279,25.53872012,-16.34864438,42.070798,-30.13534686,167.2246832,
3545181590,-2.976334502,-166.2303859,-38.6061523,23.18616173,-16.32584051,40.84266361,-30.10708865,163.8657406,
3548182591,-2.960035811,-166.4652914,-38.6692836,21.8148711,-16.36522059,39.92749892,-30.05080229,160.9157839,
3551183591,-2.94976885,-166.6589472,-38.95432473,21.29125874,-16.33991168,39.076743,-29.54164804,159.286029,
3554184592,-2.932339814,-166.8684124,-39.29608508,19.5938015,-16.35686014,37.76189351,-29.35138465,157.3390203,
3557185592,-2.918481244,-167.067684,-39.65556802,17.26165195,-16.3785063,36.63865734,-29.1504083,155.6552404,
3560186593,-2.912250106,-167.1316252,-39.43226586,17.50997804,-16.35845905,35.67158916,-28.68571442,155.119408,
3563187593,-2.894698923,-167.3150236,-39.80418816,14.44812213,-16.38636186,34.42083987,-28.41314208,154.2322073,
3566188594,-2.891821129,-167.4715997,-39.97132774,16.53199025,-16.37738484,33.4650893,-27.97771393,155.2170314,
3569189594,-2.883856462,-167.4410041,-40.1245242,14.99114646,-16.42141181,32.2735522,-27.70939906,155.8126665,
3572190595,-2.879079659,-167.60681,-40.2708008,11.97554707,-16.43809805,31.34305181,-27.20082264,155.8328785,
3575191595,-2.877970514,-167.5847079,-40.5713925,14.59838098,-16.45718529,30.35793563,-27.12378373,156.621233,
3578192596,-2.890553612,-167.82805,-40.30637303,14.23101606,-16.46969658,29.39064476,-26.82047239,158.1008627,
3581193596,-2.894413601,-167.7492919,-40.34593075,14.993577,-16.48350006,28.35236617,-26.7168775,159.2244998,
3584194597,-2.908800928,-167.9105415,-40.59457453,15.05327282,-16.53163915,27.39839245,-26.44805148,160.9440214,
3587195597,-2.933429434,-168.0307198,-40.49618059,14.87048844,-16.57362562,26.56875976,-26.29722839,162.550046,
3590196598,-2.945781787,-168.0966402,-40.53884816,18.94723598,-16.57635802,25.963197,-26.23999992,164.3097602,
3593197598,-2.976105858,-168.2391052,-40.33589428,15.16003801,-16.60397798,24.93955227,-26.24055108,166.2025199,
3596198599,-2.996229216,-168.3858503,-40.16668742,16.93002253,-16.63938207,24.18022552,-26.2690276,167.3519744,
3599199599,-3.020439061,-168.5162025,-40.24491229,18.10063564,-16.65930062,23.53707324,-26.2267449,169.39582,
3602200600,-3.045308712,-168.7868398,-39.8885121,15.60529526,-16.66879289,22.71645622,-26.3641016,170.3851512,
3605201600,-3.080114874,-168.9617425,-39.73859871,17.19277229,-16.69710141,21.79565963,-26.51437036,172.6113298,
3608202601,-3.10369499,-169.3285196,-39.83458072,15.70877987,-16.70492213,21.03311722,-26.63352101,174.0125312,
3611203601,-3.129921164,-169.4783349,-39.06430296,15.85566565,-16.70911696,20.46060317,-26.78461139,175.3495918,
3614204602,-3.137590372,-169.839989,-39.25927121,10.65533482,-16.70148872,19.82688381,-27.03583866,175.8768495,
3617205602,-3.157505603,-170.1728682,-38.89762484,13.5543678,-16.7130429,18.86651765,-27.24618054,176.5655756,
3620206603,-3.189868908,-170.560008,-38.58406963,12.51915929,-16.71788333,18.21099476,-27.59416688,178.1079764,
3623207603,-3.210302848,-170.8403686,-38.55126033,8.875980407,-16.71081156,17.25653031,-27.84898995,178.1835355,
3626208604,-3.200881821,-171.2638882,-38.59905032,7.241772766,-16.68990099,16.53956413,-28.20895794,177.7576121,
3629209604,-3.215521701,-171.5408206,-38.408061,5.540560413,-16.69078527,15.57993875,-28.6932571,176.2001083,
3632210605,-3.208619093,-171.8272915,-38.46061578,2.595398599,-16.66333471,14.68881092,-28.96358064,175.4108107,
3635211605,-3.219338052,-172.2699002,-38.77206075,0.4610780345,-16.68305264,13.75254909,-29.34218802,173.0428636,
3638212606,-3.222679958,-172.4824195,-38.7157008,-0.347445867,-16.65120182,13.08781171,-29.67567689,172.3629353,
3641213606,-3.202091955,-172.8240425,-38.47360899,-4.754344319,-16.64995716,11.79478606,-29.79004893,167.4487586,
3644214607,-3.191580001,-173.0344861,-38.73206975,-4.283604487,-16.63917014,10.93326046,-29.93046054,165.0645496,
3647215607,-3.18351204,-173.2929626,-38.54838166,-9.53182521,-16.63666973,9.917824679,-29.82184012,162.4613043,
3650216608,-3.17377735,-173.47951,-38.92872702,-9.623623938,-16.6219349,8.825755015,-29.5891843,158.2368856,
3653217608,-3.164977421,-173.7032905,-39.04960273,-13.20344137,-16.61067753,7.792248628,-29.29761067,155.9716705,
3656218609,-3.15077691,-173.8234107,-39.02533453,-12.1794659,-16.62712298,6.755450467,-29.03753275,154.0019199,
3659219609,-3.137953782,-173.8866101,-39.64285052,-13.3413813,-16.6614086,5.637258328,-28.73150654,151.9118242,
3662220610,-3.133618761,-173.9933641,-39.494208,-12.99508535,-16.64663763,4.513069434,-28.06884267,151.0203447,
3665221610,-3.136357508,-174.115486,-39.8336291,-17.21363261,-16.65647294,3.465843264,-27.79327219,150.2137196,
3668222611,-3.132472911,-174.1244473,-39.86449996,-12.67303259,-16.67663346,2.308316297,-27.31636867,150.5474198,
3671223611,-3.131644864,-174.1140226,-39.97473669,-14.16316363,-16.7262649,1.349791644,-27.00119909,151.2784519,
3674224612,-3.145095006,-174.0803285,-39.85845232,-14.46918143,-16.75273828,0.2901934811,-26.66165409,151.7053574,
3677225612,-3.144776705,-174.218682,-40.28107514,-14.80094208,-16.76624637,-0.5372033881,-26.35374973,152.6391731,
3680226613,-3.154562685,-174.2571986,-40.65916915,-17.09940316,-16.79630284,-1.765617318,-26.01872585,154.2197952,
3683227613,-3.185891302,-174.1821817,-40.60444549,-13.78566921,-16.84553564,-2.772967679,-25.77844701,155.6462209,
3686228614,-3.201173309,-174.2690411,-40.41706902,-13.13224731,-16.83579358,-3.311294286,-25.58065435,156.8898312,
3689229614,-3.229062984,-174.4004118,-40.23306751,-13.92937848,-16.86118322,-4.483899026,-25.39899102,159.0652387,
3692230615,-3.258783699,-174.4298373,-40.20735459,-11.94683884,-16.88258935,-5.148147855,-25.27462627,161.3238673,
3695231615,-3.282993768,-174.5326175,-40.18859771,-13.51728598,-16.90908492,-5.882929886,-25.19677152,163.3907106,
3698232616,-3.315389729,-174.6486629,-40.03312047,-14.56180791,-16.91758947,-6.885848974,-25.19510178,165.0879713,
3701233616,-3.346625841,-174.9128134,-39.71159434,-12.75995571,-16.9400605,-7.697528784,-25.20917375,167.2826373,
3704234617,-3.374010863,-175.0623893,-39.75499213,-14.78970045,-16.96214903,-8.471519298,-25.2194252,168.961293,
3707235617,-3.407635908,-175.3698046,-39.43555747,-13.96505653,-16.96593522,-9.335061163,-25.29118442,171.0811834,
3710236618,-3.443996151,-175.6161775,-39.9362288,-15.5141874,-16.94614363,-10.08660529,-25.47518375,173.0198612,
3713237618,-3.477155267,-175.8395691,-39.36671707,-17.95393445,-16.94102865,-10.68851594,-25.58283697,174.8679269,
3716238619,-3.505189,-176.1554281,-38.86917715,-18.03391715,-16.94791969,-11.55815946,-25.79435258,176.1021542,
3719239619,-3.497223058,-176.5740994,-38.86772056,-20.31191746,-16.94163197,-12.39789481,-25.99802054,178.3610786,
3722240620,-3.523427884,-176.8098849,-38.91385461,-21.17536763,-16.89306976,-12.95092417,-26.31607889,179.4667044,
3725241620,-3.540298333,-177.1732331,-38.64952135,-24.36924315,-16.89556718,-13.90442646,-26.59128001,-178.8133369,
3728242621,-3.550995769,-177.5892616,-38.59955838,-23.18926302,-16.89592267,-14.86123951,-27.02876011,-178.4891238,
3731243621,-3.550817227,-177.8467926,-38.60495021,-28.2900515,-16.89317357,-15.67603304,-27.5368645,-178.0381005,
3734244622,-3.571754915,-178.1593614,-38.67851138,-28.17957774,-16.85949602,-16.48065979,-27.88550397,-178.3151661,
3737245622,-3.565629825,-178.4650364,-38.62458147,-30.75969631,-16.86972642,-17.60276448,-28.32427085,-178.6801435,
3740246623,-3.558259935,-178.7145479,-38.58067004,-36.48667042,-16.82584338,-18.29287895,-28.92592273,-179.7928042,
3743247623,-3.553292735,-178.9812492,-38.7699406,-34.29297407,-16.84106083,-19.33852706,-29.27118308,178.0063994,
3746248624,-3.554848666,-179.1718263,-38.62493233,-34.66985268,-16.84719367,-20.53408453,-29.49841782,176.142554,
3749249624,-3.544031907,-179.3999762,-38.7909041,-36.94180128,-16.83668979,-21.48630252,-29.8858585,171.5649019,
3752250625,-3.539961745,-179.5643023,-38.92311145,-39.07385465,-16.82736994,-22.6204338,-30.00934514,167.8094697,
3755251625,-3.522328855,-179.7155464,-38.85591161,-41.81574316,-16.83407218,-23.55272447,-30.18347344,164.9492753,
3758252626,-3.519423541,-179.8103942,-39.18453991,-39.80844257,-16.85841478,-24.53525667,-30.05597222,161.1462093,
3761253626,-3.505040638,-179.8357741,-39.0963262,-42.40911333,-16.85262781,-25.58552175,-29.84706362,157.5862555,
3764254627,-3.516645417,179.9669342,-39.16237006,-39.84271908,-16.89469894,-27.05822258,-29.41219412,154.9208755,
3767255627,-3.508370843,-179.9339212,-39.30948198,-42.2062701,-16.88780099,-27.71793015,-29.02811241,151.8608882,
3770256628,-3.523584445,179.9341896,-39.71684336,-41.81584872,-16.90053178,-29.10082486,-28.51265582,150.6749442,
3773257628,-3.522143709,-179.9283726,-40.14209455,-42.0854305,-16.93157952,-30.15790725,-28.06171703,150.3197066,
3776258629,-3.525401697,-179.8752042,-39.95558004,-41.90259592,-16.94057852,-31.11955524,-27.77258527,149.8997118,
3779259629,-3.557350498,-179.9939154,-39.69731119,-41.80029545,-16.99776081,-32.44950767,-27.30523345,149.6253296,
3782260630,-3.571054662,-179.9186986,-40.03829794,-38.85203157,-17.02020044,-33.51243571,-26.95235252,150.7588164,
3785261630,-3.58046931,-179.9356148,-39.89777101,-40.94418164,-17.00599532,-34.22885396,-26.54228817,151.6765652,
3788262631,-3.614387462,179.9848822,-40.06960728,-38.39514974,-17.05023738,-35.27923933,-26.29346898,153.1259997,
3791263631,-3.642439568,179.950264,-39.96745761,-41.92361025,-17.06089413,-36.16333698,-26.01911237,154.759476,
3794264632,-3.673175044,179.8321135,-39.90283177,-41.09318196,-17.07618199,-37.01917815,-25.75634911,155.9252423,
3797265632,-3.698944166,179.681505,-39.6293361,-43.42691462,-17.07487086,-37.70552047,-25.57432411,157.5892233,
3800266633,-3.732170764,179.6670194,-39.52504175,-44.10827012,-17.09590306,-38.54941869,-25.47935336,159.72925,
3803267633,-3.771248922,179.4710583,-39.20131678,-45.01894694,-17.10507276,-39.15900155,-25.34605696,161.3641152,
3806268634,-3.783946393,179.2119739,-39.12860194,-46.68162048,-17.08254258,-40.26508598,-25.30653695,163.2333636,
3809269634,-3.826201471,178.9682121,-38.96564487,-49.6554195,-17.1136116,-40.8610376,-25.2079233,165.2010167,
3812270635,-3.853519359,178.8514786,-38.92954319,-49.3096515,-17.08365551,-41.84994085,-25.34447294,167.6813829,
3815271635,-3.877940947,178.5343077,-38.69146885,-50.39114462,-17.11451616,-42.38956351,-25.37180881,170.1040763,
3818272636,-3.914606156,177.9823723,-38.58832854,-52.20069941,-17.10369098,-43.27406418,-25.43555253,172.2797478,
3821273636,-3.933931506,177.9822724,-38.75582143,-53.86250447,-17.10045442,-44.04860837,-25.61479582,173.9719668,
3824274637,-3.942958558,177.6680159,-38.48141016,-54.7967314,-17.07904274,-44.68104078,-25.83341677,176.1288982,
3827275637,-3.968154399,177.3469483,-38.57753855,-59.06480376,-17.09376782,-45.64100344,-26.0385514,177.216577,
3830276638,-3.954616286,177.0857955,-38.30692486,-62.47387104,-17.07060857,-46.65271877,-26.39504014,178.9582917,
3833277638,-3.962703491,176.7663164,-37.92676616,-63.66536606,-17.05630615,-47.60226775,-26.78467075,-179.8684974,
