Ref,Val,Package,PosX,PosY,Rot,Side
"","","",37.960970,51.458510,0.000000,top
"","","",11.996000,25.493550,0.000000,top
"","","",6.618490,38.476030,0.000000,top
"","","",24.978480,38.476030,0.000000,top
"","","",37.960970,25.493550,0.000000,top
"","","",24.978480,56.836030,0.000000,top
"","","",43.338480,38.476030,0.000000,top
"","","",11.996000,51.458510,0.000000,top
"","","",24.978480,20.116030,0.000000,top
